Processing 3x3 minors...
Matrix size: 8x8
Total minors: 3136
Rows: 0 1 2 | Cols: 0 1 2 | Det: 191294
Rows: 2 4 5 | Cols: 0 1 6 | Det: -156000
Rows: 2 4 5 | Cols: 0 1 7 | Det: -676976
Rows: 2 4 5 | Cols: 0 2 3 | Det: -20960
Rows: 2 4 5 | Cols: 0 2 4 | Det: -8368
Rows: 2 4 5 | Cols: 0 2 5 | Det: -3490
Rows: 2 4 5 | Cols: 0 2 6 | Det: -14470
Rows: 2 4 5 | Cols: 0 2 7 | Det: -119324
Rows: 2 4 5 | Cols: 0 3 4 | Det: 53936
Rows: 2 4 5 | Cols: 0 3 5 | Det: 67130
Rows: 2 4 5 | Cols: 0 3 6 | Det: 26990
Rows: 2 4 5 | Cols: 0 3 7 | Det: 383628
Rows: 2 4 5 | Cols: 0 4 5 | Det: 17820
Rows: 2 4 5 | Cols: 0 4 6 | Det: -26460
Rows: 2 4 5 | Cols: 0 4 7 | Det: -153896
Rows: 2 4 5 | Cols: 0 5 6 | Det: -41850
Rows: 2 4 5 | Cols: 0 5 7 | Det: -318290
Rows: 2 4 5 | Cols: 0 6 7 | Det: 111190
Rows: 2 4 5 | Cols: 1 2 3 | Det: 354208
Rows: 2 4 5 | Cols: 1 2 4 | Det: 8096
Rows: 2 4 5 | Cols: 1 2 5 | Det: -117506
Rows: 2 4 5 | Cols: 1 2 6 | Det: 169458
Rows: 2 4 5 | Cols: 1 2 7 | Det: 525540
Rows: 2 4 5 | Cols: 1 3 4 | Det: -282976
Rows: 2 4 5 | Cols: 1 3 5 | Det: -302438
Rows: 2 4 5 | Cols: 1 3 6 | Det: -102186
Rows: 2 4 5 | Cols: 1 3 7 | Det: 545804
Rows: 2 4 5 | Cols: 1 4 5 | Det: -100788
Rows: 2 4 5 | Cols: 1 4 6 | Det: 133044
Rows: 2 4 5 | Cols: 1 4 7 | Det: 432328
Rows: 2 4 5 | Cols: 1 5 6 | Det: 178590
Rows: 2 4 5 | Cols: 1 5 7 | Det: 267662
Rows: 2 4 5 | Cols: 1 6 7 | Det: 412734
Rows: 2 4 5 | Cols: 2 3 4 | Det: 35232
Rows: 2 4 5 | Cols: 2 3 5 | Det: 46640
Rows: 2 4 5 | Cols: 2 3 6 | Det: 19840
Rows: 2 4 5 | Cols: 2 3 7 | Det: 394016
Rows: 2 4 5 | Cols: 2 4 5 | Det: 12754
Rows: 2 4 5 | Cols: 2 4 6 | Det: -16402
Rows: 2 4 5 | Cols: 2 4 7 | Det: -43268
Rows: 2 4 5 | Cols: 2 5 6 | Det: -28895
Rows: 2 4 5 | Cols: 2 5 7 | Det: -199912
Rows: 2 4 5 | Cols: 2 6 7 | Det: 159066
Rows: 2 4 5 | Cols: 3 4 5 | Det: -7178
Rows: 2 4 5 | Cols: 3 4 6 | Det: -5686
Rows: 2 4 5 | Cols: 3 4 7 | Det: -369068
Rows: 2 4 5 | Cols: 3 5 6 | Det: -3485
Rows: 2 4 5 | Cols: 3 5 7 | Det: -408296
Rows: 2 4 5 | Cols: 3 6 7 | Det: -144242
Rows: 2 4 5 | Cols: 4 5 6 | Det: -5400
Rows: 2 4 5 | Cols: 4 5 7 | Det: -142418
Rows: 2 4 5 | Cols: 4 6 7 | Det: 164834
Rows: 2 4 5 | Cols: 5 6 7 | Det: 238015
Rows: 2 4 6 | Cols: 0 1 2 | Det: -641962
Rows: 2 4 6 | Cols: 0 1 3 | Det: -177726
Rows: 2 4 6 | Cols: 0 1 4 | Det: -435236
Rows: 2 4 6 | Cols: 0 1 5 | Det: -295378
Rows: 2 4 6 | Cols: 0 1 6 | Det: 7372
Rows: 2 4 6 | Cols: 0 1 7 | Det: -327330
Rows: 2 4 6 | Cols: 0 2 3 | Det: 4260
Rows: 2 4 6 | Cols: 0 2 4 | Det: 68168
Rows: 2 4 6 | Cols: 0 2 5 | Det: 93120
Rows: 2 4 6 | Cols: 0 2 6 | Det: 52325
Rows: 2 4 6 | Cols: 0 2 7 | Det: 666084
Rows: 2 4 6 | Cols: 0 3 4 | Det: 15984
Rows: 2 4 6 | Cols: 0 3 5 | Det: 23820
Rows: 2 4 6 | Cols: 0 3 6 | Det: 14535
Rows: 2 4 6 | Cols: 0 3 7 | Det: 182232
Rows: 2 4 6 | Cols: 0 4 5 | Det: 31768
Rows: 2 4 6 | Cols: 0 4 6 | Det: 36258
Rows: 2 4 6 | Cols: 0 4 7 | Det: 416832
Rows: 2 4 6 | Cols: 0 5 6 | Det: 25145
Rows: 2 4 6 | Cols: 0 5 7 | Det: 258996
Rows: 2 4 6 | Cols: 0 6 7 | Det: -34329
Rows: 2 4 6 | Cols: 1 2 3 | Det: -207308
Rows: 2 4 6 | Cols: 1 2 4 | Det: -72546
Rows: 2 4 6 | Cols: 1 2 5 | Det: -92094
Rows: 2 4 6 | Cols: 1 2 6 | Det: -329608
Rows: 2 4 6 | Cols: 1 2 7 | Det: 566360
Rows: 2 4 6 | Cols: 1 3 4 | Det: 120466
Rows: 2 4 6 | Cols: 1 3 5 | Det: 69890
Rows: 2 4 6 | Cols: 1 3 6 | Det: -93632
Rows: 2 4 6 | Cols: 1 3 7 | Det: 262500
Rows: 2 4 6 | Cols: 1 4 5 | Det: -29058
Rows: 2 4 6 | Cols: 1 4 6 | Det: -224300
Rows: 2 4 6 | Cols: 1 4 7 | Det: 420970
Rows: 2 4 6 | Cols: 1 5 6 | Det: -152716
Rows: 2 4 6 | Cols: 1 5 7 | Det: 307550
Rows: 2 4 6 | Cols: 1 6 7 | Det: 161560
Rows: 2 4 6 | Cols: 2 3 4 | Det: -21532
Rows: 2 4 6 | Cols: 2 3 5 | Det: -29460
Rows: 2 4 6 | Cols: 2 3 6 | Det: -14710
Rows: 2 4 6 | Cols: 2 3 7 | Det: -218856
Rows: 2 4 6 | Cols: 2 4 5 | Det: -744
Rows: 2 4 6 | Cols: 2 4 6 | Det: 29087
Rows: 2 4 6 | Cols: 2 4 7 | Det: -135412
Rows: 2 4 6 | Cols: 2 5 6 | Det: 40305
Rows: 2 4 6 | Cols: 2 5 7 | Det: -177708
Rows: 2 4 6 | Cols: 2 6 7 | Det: -388156
Rows: 2 4 6 | Cols: 3 4 5 | Det: 9860
Rows: 2 4 6 | Cols: 3 4 6 | Det: 18273
Rows: 2 4 6 | Cols: 3 4 7 | Det: 99912
Rows: 2 4 6 | Cols: 3 5 6 | Det: 18265
Rows: 2 4 6 | Cols: 3 5 7 | Det: 36480
Rows: 2 4 6 | Cols: 3 6 7 | Det: -117474
Rows: 2 4 6 | Cols: 4 5 6 | Det: 13951
Rows: 2 4 6 | Cols: 4 5 7 | Det: -58556
Rows: 2 4 6 | Cols: 4 6 7 | Det: -249885
Rows: 2 4 6 | Cols: 5 6 7 | Det: -160087
Rows: 2 4 7 | Cols: 0 1 2 | Det: 300856
Rows: 2 4 7 | Cols: 0 1 3 | Det: 321704
Rows: 2 4 7 | Cols: 0 1 4 | Det: -256464
Rows: 2 4 7 | Cols: 0 1 5 | Det: 225816
Rows: 2 4 7 | Cols: 0 1 6 | Det: -250128
Rows: 2 4 7 | Cols: 0 1 7 | Det: -206376
Rows: 2 4 7 | Cols: 0 2 3 | Det: 10310
Rows: 2 4 7 | Cols: 0 2 4 | Det: -55714
Rows: 2 4 7 | Cols: 0 2 5 | Det: -39130
Rows: 2 4 7 | Cols: 0 2 6 | Det: -37255
Rows: 2 4 7 | Cols: 0 2 7 | Det: -330732
Rows: 2 4 7 | Cols: 0 3 4 | Det: -50786
Rows: 2 4 7 | Cols: 0 3 5 | Det: -49580
Rows: 2 4 7 | Cols: 0 3 6 | Det: -31265
Rows: 2 4 7 | Cols: 0 3 7 | Det: -346578
Rows: 2 4 7 | Cols: 0 4 5 | Det: 75174
Rows: 2 4 7 | Cols: 0 4 6 | Det: -14562
Rows: 2 4 7 | Cols: 0 4 7 | Det: 243714
Rows: 2 4 7 | Cols: 0 5 6 | Det: -60495
Rows: 2 4 7 | Cols: 0 5 7 | Det: -275082
Rows: 2 4 7 | Cols: 0 6 7 | Det: 249411
Rows: 2 4 7 | Cols: 1 2 3 | Det: -100746
Rows: 2 4 7 | Cols: 1 2 4 | Det: 416198
Rows: 2 4 7 | Cols: 1 2 5 | Det: -29378
Rows: 2 4 7 | Cols: 1 2 6 | Det: 359229
Rows: 2 4 7 | Cols: 1 2 7 | Det: 33220
Rows: 2 4 7 | Cols: 1 3 4 | Det: 359158
Rows: 2 4 7 | Cols: 1 3 5 | Det: 44204
Rows: 2 4 7 | Cols: 1 3 6 | Det: 300363
Rows: 2 4 7 | Cols: 1 3 7 | Det: -33586
Rows: 2 4 7 | Cols: 1 4 5 | Det: -287346
Rows: 2 4 7 | Cols: 1 4 6 | Det: 39798
Rows: 2 4 7 | Cols: 1 4 7 | Det: 257178
Rows: 2 4 7 | Cols: 1 5 6 | Det: 245205
Rows: 2 4 7 | Cols: 1 5 7 | Det: 4782
Rows: 2 4 7 | Cols: 1 6 7 | Det: 218799
Rows: 2 4 7 | Cols: 2 3 4 | Det: -4394
Rows: 2 4 7 | Cols: 2 3 5 | Det: -14110
Rows: 2 4 7 | Cols: 2 3 6 | Det: -165
Rows: 2 4 7 | Cols: 2 3 7 | Det: -109612
Rows: 2 4 7 | Cols: 2 4 5 | Det: 59572
Rows: 2 4 7 | Cols: 2 4 6 | Det: -14986
Rows: 2 4 7 | Cols: 2 4 7 | Det: 451376
Rows: 2 4 7 | Cols: 2 5 6 | Det: -50360
Rows: 2 4 7 | Cols: 2 5 7 | Det: -36616
Rows: 2 4 7 | Cols: 2 6 7 | Det: 390788
Rows: 2 4 7 | Cols: 3 4 5 | Det: 48374
Rows: 2 4 7 | Cols: 3 4 6 | Det: -12512
Rows: 2 4 7 | Cols: 3 4 7 | Det: 392230
Rows: 2 4 7 | Cols: 3 5 6 | Det: -41995
Rows: 2 4 7 | Cols: 3 5 7 | Det: 52798
Rows: 2 4 7 | Cols: 3 6 7 | Det: 326851
Rows: 2 4 7 | Cols: 4 5 6 | Det: 4650
Rows: 2 4 7 | Cols: 4 5 7 | Det: -348444
Rows: 2 4 7 | Cols: 4 6 7 | Det: 52422
Rows: 2 4 7 | Cols: 5 6 7 | Det: 297420
Rows: 2 5 6 | Cols: 0 1 2 | Det: -588212
Rows: 2 5 6 | Cols: 0 1 3 | Det: -109276
Rows: 2 5 6 | Cols: 0 1 4 | Det: -398936
Rows: 2 5 6 | Cols: 0 1 5 | Det: -291658
Rows: 2 5 6 | Cols: 0 1 6 | Det: 27742
Rows: 2 5 6 | Cols: 0 1 7 | Det: -202840
Rows: 2 5 6 | Cols: 0 2 3 | Det: -82360
Rows: 2 5 6 | Cols: 0 2 4 | Det: 62688
Rows: 2 5 6 | Cols: 0 2 5 | Det: 119158
Rows: 2 5 6 | Cols: 0 2 6 | Det: 14148
Rows: 2 5 6 | Cols: 0 2 7 | Det: 453980
Rows: 2 5 6 | Cols: 0 3 4 | Det: 67504
Rows: 2 5 6 | Cols: 0 3 5 | Det: 62974
Rows: 2 5 6 | Cols: 0 3 6 | Det: -1256
Rows: 2 5 6 | Cols: 0 3 7 | Det: 112740
Rows: 2 5 6 | Cols: 0 4 5 | Det: 49732
Rows: 2 5 6 | Cols: 0 4 6 | Det: 12552
Rows: 2 5 6 | Cols: 0 4 7 | Det: 286280
Rows: 2 5 6 | Cols: 0 5 6 | Det: 12635
Rows: 2 5 6 | Cols: 0 5 7 | Det: 184010
Rows: 2 5 6 | Cols: 0 6 7 | Det: -26290
Rows: 2 5 6 | Cols: 1 2 3 | Det: -719128
Rows: 2 5 6 | Cols: 1 2 4 | Det: -65076
Rows: 2 5 6 | Cols: 1 2 5 | Det: 123174
Rows: 2 5 6 | Cols: 1 2 6 | Det: -509330
Rows: 2 5 6 | Cols: 1 2 7 | Det: -440084
Rows: 2 5 6 | Cols: 1 3 4 | Det: 475636
Rows: 2 5 6 | Cols: 1 3 5 | Det: 379454
Rows: 2 5 6 | Cols: 1 3 6 | Det: -128538
Rows: 2 5 6 | Cols: 1 3 7 | Det: 166228
Rows: 2 5 6 | Cols: 1 4 5 | Det: 115806
Rows: 2 5 6 | Cols: 1 4 6 | Det: -348506
Rows: 2 5 6 | Cols: 1 4 7 | Det: -276032
Rows: 2 5 6 | Cols: 1 5 6 | Det: -246736
Rows: 2 5 6 | Cols: 1 5 7 | Det: -260686
Rows: 2 5 6 | Cols: 1 6 7 | Det: 196394
Rows: 2 5 6 | Cols: 2 3 4 | Det: -85752
Rows: 2 5 6 | Cols: 2 3 5 | Det: -128432
Rows: 2 5 6 | Cols: 2 3 6 | Det: -88612
Rows: 2 5 6 | Cols: 2 3 7 | Det: -616640
Rows: 2 5 6 | Cols: 2 4 5 | Det: -26310
Rows: 2 5 6 | Cols: 2 4 6 | Det: 52716
Rows: 2 5 6 | Cols: 2 4 7 | Det: -3324
Rows: 2 5 6 | Cols: 2 5 6 | Det: 106141
Rows: 2 5 6 | Cols: 2 5 7 | Det: 184216
Rows: 2 5 6 | Cols: 2 6 7 | Det: -382514
Rows: 2 5 6 | Cols: 3 4 5 | Det: 39698
Rows: 2 5 6 | Cols: 3 4 6 | Det: 73936
Rows: 2 5 6 | Cols: 3 4 7 | Det: 388028
Rows: 2 5 6 | Cols: 3 5 6 | Det: 69713
Rows: 2 5 6 | Cols: 3 5 7 | Det: 295688
Rows: 2 5 6 | Cols: 3 6 7 | Det: -130702
Rows: 2 5 6 | Cols: 4 5 6 | Det: 47089
Rows: 2 5 6 | Cols: 4 5 7 | Det: 117514
Rows: 2 5 6 | Cols: 4 6 7 | Det: -241406
Rows: 2 5 6 | Cols: 5 6 7 | Det: -144375
Rows: 2 5 7 | Cols: 0 1 2 | Det: 193360
Rows: 2 5 7 | Cols: 0 1 3 | Det: 653696
Rows: 2 5 7 | Cols: 0 1 4 | Det: -284112
Rows: 2 5 7 | Cols: 0 1 5 | Det: 16296
Rows: 2 5 7 | Cols: 0 1 6 | Det: -73008
Rows: 2 5 7 | Cols: 0 1 7 | Det: 473952
Rows: 2 5 7 | Cols: 0 2 3 | Det: 78044
Rows: 2 5 7 | Cols: 0 2 4 | Det: -54868
Rows: 2 5 7 | Cols: 0 2 5 | Det: -45736
Rows: 2 5 7 | Cols: 0 2 6 | Det: -9922
Rows: 2 5 7 | Cols: 0 2 7 | Det: -115632
Rows: 2 5 7 | Cols: 0 3 4 | Det: -70820
Rows: 2 5 7 | Cols: 0 3 5 | Det: -161198
Rows: 2 5 7 | Cols: 0 3 6 | Det: -4076
Rows: 2 5 7 | Cols: 0 3 7 | Det: -582216
Rows: 2 5 7 | Cols: 0 4 5 | Det: 71826
Rows: 2 5 7 | Cols: 0 4 6 | Det: -6138
Rows: 2 5 7 | Cols: 0 4 7 | Det: 304392
Rows: 2 5 7 | Cols: 0 5 6 | Det: -18105
Rows: 2 5 7 | Cols: 0 5 7 | Det: 102360
Rows: 2 5 7 | Cols: 0 6 7 | Det: 67980
Rows: 2 5 7 | Cols: 1 2 3 | Det: -172516
Rows: 2 5 7 | Cols: 1 2 4 | Det: 296252
Rows: 2 5 7 | Cols: 1 2 5 | Det: 12184
Rows: 2 5 7 | Cols: 1 2 6 | Det: 209718
Rows: 2 5 7 | Cols: 1 2 7 | Det: -124912
Rows: 2 5 7 | Cols: 1 3 4 | Det: 748060
Rows: 2 5 7 | Cols: 1 3 5 | Det: 55730
Rows: 2 5 7 | Cols: 1 3 6 | Det: 643860
Rows: 2 5 7 | Cols: 1 3 7 | Det: 568
Rows: 2 5 7 | Cols: 1 4 5 | Det: -42870
Rows: 2 5 7 | Cols: 1 4 6 | Det: -196290
Rows: 2 5 7 | Cols: 1 4 7 | Det: -542616
Rows: 2 5 7 | Cols: 1 5 6 | Det: 22275
Rows: 2 5 7 | Cols: 1 5 7 | Det: -40392
Rows: 2 5 7 | Cols: 1 6 7 | Det: -466884
Rows: 2 5 7 | Cols: 2 3 4 | Det: 70620
Rows: 2 5 7 | Cols: 2 3 5 | Det: -35888
Rows: 2 5 7 | Cols: 2 3 6 | Det: 75794
Rows: 2 5 7 | Cols: 2 3 7 | Det: -153584
Rows: 2 5 7 | Cols: 2 4 5 | Det: 66616
Rows: 2 5 7 | Cols: 2 4 6 | Det: -44308
Rows: 2 5 7 | Cols: 2 4 7 | Det: 212608
Rows: 2 5 7 | Cols: 2 5 6 | Det: -48980
Rows: 2 5 7 | Cols: 2 5 7 | Det: 36832
Rows: 2 5 7 | Cols: 2 6 7 | Det: 131824
Rows: 2 5 7 | Cols: 3 4 5 | Det: 178430
Rows: 2 5 7 | Cols: 3 4 6 | Det: -65090
Rows: 2 5 7 | Cols: 3 4 7 | Det: 666200
Rows: 2 5 7 | Cols: 3 5 6 | Det: -158425
Rows: 2 5 7 | Cols: 3 5 7 | Det: 49496
Rows: 2 5 7 | Cols: 3 6 7 | Det: 573452
Rows: 2 5 7 | Cols: 4 5 6 | Det: 50550
Rows: 2 5 7 | Cols: 4 5 7 | Det: 91248
Rows: 2 5 7 | Cols: 4 6 7 | Det: -222024
Rows: 2 5 7 | Cols: 5 6 7 | Det: -95040
Rows: 2 6 7 | Cols: 0 1 2 | Det: 666196
Rows: 2 6 7 | Cols: 0 1 3 | Det: 216698
Rows: 2 6 7 | Cols: 0 1 4 | Det: 389358
Rows: 2 6 7 | Cols: 0 1 5 | Det: 318354
Rows: 2 6 7 | Cols: 0 1 6 | Det: -41031
Rows: 2 6 7 | Cols: 0 1 7 | Det: 291000
Rows: 2 6 7 | Cols: 0 2 3 | Det: -56374
Rows: 2 6 7 | Cols: 0 2 4 | Det: 29594
Rows: 2 6 7 | Cols: 0 2 5 | Det: -115678
Rows: 2 6 7 | Cols: 0 2 6 | Det: -547
Rows: 2 6 7 | Cols: 0 2 7 | Det: -612828
Rows: 2 6 7 | Cols: 0 3 4 | Det: 42574
Rows: 2 6 7 | Cols: 0 3 5 | Det: -10688
Rows: 2 6 7 | Cols: 0 3 6 | Det: -3650
Rows: 2 6 7 | Cols: 0 3 7 | Det: -174714
Rows: 2 6 7 | Cols: 0 4 5 | Det: -81750
Rows: 2 6 7 | Cols: 0 4 6 | Det: 1503
Rows: 2 6 7 | Cols: 0 4 7 | Det: -371094
Rows: 2 6 7 | Cols: 0 5 6 | Det: -7386
Rows: 2 6 7 | Cols: 0 5 7 | Det: -242322
Rows: 2 6 7 | Cols: 0 6 7 | Det: 37983
Rows: 2 6 7 | Cols: 1 2 3 | Det: -103570
Rows: 2 6 7 | Cols: 1 2 4 | Det: 690786
Rows: 2 6 7 | Cols: 1 2 5 | Det: -21246
Rows: 2 6 7 | Cols: 1 2 6 | Det: 671797
Rows: 2 6 7 | Cols: 1 2 7 | Det: -106796
Rows: 2 6 7 | Cols: 1 3 4 | Det: 285228
Rows: 2 6 7 | Cols: 1 3 5 | Det: 42582
Rows: 2 6 7 | Cols: 1 3 6 | Det: 212141
Rows: 2 6 7 | Cols: 1 3 7 | Det: 10502
Rows: 2 6 7 | Cols: 1 4 5 | Det: -342522
Rows: 2 6 7 | Cols: 1 4 6 | Det: 435177
Rows: 2 6 7 | Cols: 1 4 7 | Det: -364158
Rows: 2 6 7 | Cols: 1 5 6 | Det: 319722
Rows: 2 6 7 | Cols: 1 5 7 | Det: -41754
Rows: 2 6 7 | Cols: 1 6 7 | Det: -286869
Rows: 2 6 7 | Cols: 2 3 4 | Det: -53854
Rows: 2 6 7 | Cols: 2 3 5 | Det: -16186
Rows: 2 6 7 | Cols: 2 3 6 | Det: -56933
Rows: 2 6 7 | Cols: 2 3 7 | Det: -86236
Rows: 2 6 7 | Cols: 2 4 5 | Det: 119004
Rows: 2 6 7 | Cols: 2 4 6 | Det: 30410
Rows: 2 6 7 | Cols: 2 4 7 | Det: 630704
Rows: 2 6 7 | Cols: 2 5 6 | Det: -116668
Rows: 2 6 7 | Cols: 2 5 7 | Det: -1000
Rows: 2 6 7 | Cols: 2 6 7 | Det: 618068
Rows: 2 6 7 | Cols: 3 4 5 | Det: 22434
Rows: 2 6 7 | Cols: 3 4 6 | Det: 46483
Rows: 2 6 7 | Cols: 3 4 7 | Det: 232030
Rows: 2 6 7 | Cols: 3 5 6 | Det: -9746
Rows: 2 6 7 | Cols: 3 5 7 | Det: 33814
Rows: 2 6 7 | Cols: 3 6 7 | Det: 170863
Rows: 2 6 7 | Cols: 4 5 6 | Det: -90048
Rows: 2 6 7 | Cols: 4 5 7 | Det: -249996
Rows: 2 6 7 | Cols: 4 6 7 | Det: 413358
Rows: 2 6 7 | Cols: 5 6 7 | Det: 244332
Rows: 3 4 5 | Cols: 0 1 2 | Det: -121592
Rows: 3 4 5 | Cols: 0 1 3 | Det: -149528
Rows: 3 4 5 | Cols: 0 1 4 | Det: -35824
Rows: 3 4 5 | Cols: 0 1 5 | Det: 95890
Rows: 3 4 5 | Cols: 0 1 6 | Det: -76434
Rows: 3 4 5 | Cols: 0 1 7 | Det: -294396
Rows: 3 4 5 | Cols: 0 2 3 | Det: -189656
Rows: 3 4 5 | Cols: 0 2 4 | Det: 27624
Rows: 3 4 5 | Cols: 0 2 5 | Det: 124990
Rows: 3 4 5 | Cols: 0 2 6 | Det: -74662
Rows: 3 4 5 | Cols: 0 2 7 | Det: -225892
Rows: 3 4 5 | Cols: 0 3 4 | Det: 89848
Rows: 3 4 5 | Cols: 0 3 5 | Det: 4140
Rows: 3 4 5 | Cols: 0 3 6 | Det: 27404
Rows: 3 4 5 | Cols: 0 3 7 | Det: 181400
Rows: 3 4 5 | Cols: 0 4 5 | Det: 58610
Rows: 3 4 5 | Cols: 0 4 6 | Det: -39362
Rows: 3 4 5 | Cols: 0 4 7 | Det: -133436
Rows: 3 4 5 | Cols: 0 5 6 | Det: -19690
Rows: 3 4 5 | Cols: 0 5 7 | Det: -124480
Rows: 3 4 5 | Cols: 0 6 7 | Det: 38772
Rows: 3 4 5 | Cols: 1 2 3 | Det: -93248
Rows: 3 4 5 | Cols: 1 2 4 | Det: -42416
Rows: 3 4 5 | Cols: 1 2 5 | Det: -62479
Rows: 3 4 5 | Cols: 1 2 6 | Det: -63393
Rows: 3 4 5 | Cols: 1 2 7 | Det: 23390
Rows: 3 4 5 | Cols: 1 3 4 | Det: -24688
Rows: 3 4 5 | Cols: 1 3 5 | Det: -150371
Rows: 3 4 5 | Cols: 1 3 6 | Det: -19341
Rows: 3 4 5 | Cols: 1 3 7 | Det: 254534
Rows: 3 4 5 | Cols: 1 4 5 | Det: -51858
Rows: 3 4 5 | Cols: 1 4 6 | Det: 7986
Rows: 3 4 5 | Cols: 1 4 7 | Det: 109588
Rows: 3 4 5 | Cols: 1 5 6 | Det: 89268
Rows: 3 4 5 | Cols: 1 5 7 | Det: 132827
Rows: 3 4 5 | Cols: 1 6 7 | Det: 168189
Rows: 3 4 5 | Cols: 2 3 4 | Det: -87344
Rows: 3 4 5 | Cols: 2 3 5 | Det: -193307
Rows: 3 4 5 | Cols: 2 3 6 | Det: -41621
Rows: 3 4 5 | Cols: 2 3 7 | Det: 209718
Rows: 3 4 5 | Cols: 2 4 5 | Det: -29407
Rows: 3 4 5 | Cols: 2 4 6 | Det: 40447
Rows: 3 4 5 | Cols: 2 4 7 | Det: 73486
Rows: 3 4 5 | Cols: 2 5 6 | Det: 103529
Rows: 3 4 5 | Cols: 2 5 7 | Det: 92029
Rows: 3 4 5 | Cols: 2 6 7 | Det: 132133
Rows: 3 4 5 | Cols: 3 4 5 | Det: 89671
Rows: 3 4 5 | Cols: 3 4 6 | Det: 7097
Rows: 3 4 5 | Cols: 3 4 7 | Det: -182894
Rows: 3 4 5 | Cols: 3 5 6 | Det: -27023
Rows: 3 4 5 | Cols: 3 5 7 | Det: -189470
Rows: 3 4 5 | Cols: 3 6 7 | Det: -70112
Rows: 3 4 5 | Cols: 4 5 6 | Det: 43914
Rows: 3 4 5 | Cols: 4 5 7 | Det: 13867
Rows: 3 4 5 | Cols: 4 6 7 | Det: 90665
Rows: 3 4 5 | Cols: 5 6 7 | Det: 88609
Rows: 3 4 6 | Cols: 0 1 2 | Det: -198123
Rows: 3 4 6 | Cols: 0 1 3 | Det: -54835
Rows: 3 4 6 | Cols: 0 1 4 | Det: -131168
Rows: 3 4 6 | Cols: 0 1 5 | Det: -83917
Rows: 3 4 6 | Cols: 0 1 6 | Det: 71
Rows: 3 4 6 | Cols: 0 1 7 | Det: -102521
Rows: 3 4 6 | Cols: 0 2 3 | Det: 861
Rows: 3 4 6 | Cols: 0 2 4 | Det: -74469
Rows: 3 4 6 | Cols: 0 2 5 | Det: -190515
Rows: 3 4 6 | Cols: 0 2 6 | Det: 82872
Rows: 3 4 6 | Cols: 0 2 7 | Det: 250977
Rows: 3 4 6 | Cols: 0 3 4 | Det: -21181
Rows: 3 4 6 | Cols: 0 3 5 | Det: -53094
Rows: 3 4 6 | Cols: 0 3 6 | Det: 22937
Rows: 3 4 6 | Cols: 0 3 7 | Det: 69018
Rows: 3 4 6 | Cols: 0 4 5 | Det: -94589
Rows: 3 4 6 | Cols: 0 4 6 | Det: 54839
Rows: 3 4 6 | Cols: 0 4 7 | Det: 204695
Rows: 3 4 6 | Cols: 0 5 6 | Det: 35033
Rows: 3 4 6 | Cols: 0 5 7 | Det: 204888
Rows: 3 4 6 | Cols: 0 6 7 | Det: -42973
Rows: 3 4 6 | Cols: 1 2 3 | Det: -64362
Rows: 3 4 6 | Cols: 1 2 4 | Det: -102879
Rows: 3 4 6 | Cols: 1 2 5 | Det: -213201
Rows: 3 4 6 | Cols: 1 2 6 | Det: -45492
Rows: 3 4 6 | Cols: 1 2 7 | Det: 213060
Rows: 3 4 6 | Cols: 1 3 4 | Det: 14137
Rows: 3 4 6 | Cols: 1 3 5 | Det: -31747
Rows: 3 4 6 | Cols: 1 3 6 | Det: -12614
Rows: 3 4 6 | Cols: 1 3 7 | Det: 92274
Rows: 3 4 6 | Cols: 1 4 5 | Det: -97575
Rows: 3 4 6 | Cols: 1 4 6 | Det: -30155
Rows: 3 4 6 | Cols: 1 4 7 | Det: 194293
Rows: 3 4 6 | Cols: 1 5 6 | Det: -19345
Rows: 3 4 6 | Cols: 1 5 7 | Det: 200567
Rows: 3 4 6 | Cols: 1 6 7 | Det: 23464
Rows: 3 4 6 | Cols: 2 3 4 | Det: 24639
Rows: 3 4 6 | Cols: 2 3 5 | Det: 62817
Rows: 3 4 6 | Cols: 2 3 6 | Det: -26724
Rows: 3 4 6 | Cols: 2 3 7 | Det: -82458
Rows: 3 4 6 | Cols: 2 4 5 | Det: 18792
Rows: 3 4 6 | Cols: 2 4 6 | Det: -60132
Rows: 3 4 6 | Cols: 2 4 7 | Det: -50241
Rows: 3 4 6 | Cols: 2 5 6 | Det: -132924
Rows: 3 4 6 | Cols: 2 5 7 | Det: -65199
Rows: 3 4 6 | Cols: 2 6 7 | Det: -146748
Rows: 3 4 6 | Cols: 3 4 5 | Det: -25951
Rows: 3 4 6 | Cols: 3 4 6 | Det: 1041
Rows: 3 4 6 | Cols: 3 4 7 | Det: 53436
Rows: 3 4 6 | Cols: 3 5 6 | Det: -25493
Rows: 3 4 6 | Cols: 3 5 7 | Det: 49386
Rows: 3 4 6 | Cols: 3 6 7 | Det: -54474
Rows: 3 4 6 | Cols: 4 5 6 | Det: -62540
Rows: 3 4 6 | Cols: 4 5 7 | Det: -12161
Rows: 3 4 6 | Cols: 4 6 7 | Det: -128289
Rows: 3 4 6 | Cols: 5 6 7 | Det: -130963
Rows: 3 4 7 | Cols: 0 1 2 | Det: 45019
Rows: 3 4 7 | Cols: 0 1 3 | Det: 82443
Rows: 3 4 7 | Cols: 0 1 4 | Det: -90688
Rows: 3 4 7 | Cols: 0 1 5 | Det: 78049
Rows: 3 4 7 | Cols: 0 1 6 | Det: -82503
